"Name","Source","Rarity","Type","Attunement","Properties","Weight","Value","Text"
"Waterskin","PHB","none","adventuring gear","","","5 lb. (full)","2 sp","A waterskin can hold up to 4 pints of liquid."
"Weaver's Tools","PHB","none","artisan's tools","","","5 lb.","1 gp","Weaver's tools allow you to create cloth and tailor it into articles of clothing. Components. Weaver's tools include thread, needles, and scraps of cloth. You know how to work a loom, but such equipment is too large to transport. Arcana, History. Your expertise lends you additional insight when examining cloth objects, including cloaks and robes. Investigation. Using your knowledge of the process of creating cloth objects, you can spot clues and make deductions that others would overlook when you examine tapestries, upholstery, clothing, and other woven items. Repair. As part of a short rest, you can repair a single damaged cloth object. Craft Clothing. Assuming you have access to sufficient cloth and thread, you can create an outfit for a creature as part of a long rest.Weaver's ToolsActivityDCRepurpose cloth10Mend a hole in a piece of cloth10Tailor an outfit15See the Tool Proficiencies entry for more information."
"Wheat","PHB","none","trade good","","","1 lb.","1 cp",""
"Whetstone","PHB","none","adventuring gear","","","1 lb.","1 cp",""
"Whip","PHB","none","martial weapon, melee weapon","","1d4, slashing, - finesse, reach","3 lb.","2 gp","Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Reach. This weapon adds 5 feet to your reach when you attack with it. This property also determines your reach for opportunity attacks with a reach weapon."
"Wildroot","ToA","unknown","adventuring gear","","","","25 gp","Introducing the juice of a wildroot into a poisoned creature's bloodstream (for example, by rubbing it on an open wound) rids the creature of the poisoned condition. Once used in this way, a wildroot loses this property."
"Willowshade Oil","EGW","none","potion","","","","30 gp","A dark blue oil can be extracted from the rare fruit of the willowshade plant. A creature can use its action to apply the oil to another creature that has been petrified for less than 1 minute, causing the petrified condition on that creature to end at the start of what would be that creature's next turn."
"Woodcarver's Tools","PHB","none","artisan's tools","","","5 lb.","1 gp","Woodcarver's tools allow you to craft intricate objects from wood, such as wooden tokens or arrows. Components. Woodcarver's tools consist of a knife, a gouge, and a small saw. Arcana, History. Your expertise lends you additional insight when you examine wooden objects, such as figurines or arrows. Nature. Your knowledge of wooden objects gives you some added insight when you examine trees. Repair. As part of a short rest, you can repair a single damaged wooden object. Craft Arrows. As part of a short rest, you can craft up to five arrows. As part of a long rest, you can craft up to twenty. You must have enough wood on hand to produce them.Woodcarver's ToolsActivityDCCraft a small wooden figurine10Carve an intricate pattern in wood15See the Tool Proficiencies entry for more information."
"Wooden Staff","PHB","none","simple weapon, spellcasting focus","","1d6, bludgeoning, - versatile (1d8)","4 lb.","5 gp","Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack.A druid can use this object as a spellcasting focus."
"Wukka Nut","ToA","unknown","adventuring gear","","","","1 gp","These fist-sized nuts grow on wukka trees, which are popular haunts for jaculi, su-monsters, and zorbos. A wukka nut rattles when shaken, causing its shell to shed bright light in a 10-foot radius and dim light for an additional 10 feet. This magical light fades after 1 minute, but shaking the nut again causes the light to reappear. If the shell of the nut is cracked open, it loses its magic."
"Wyvern Poison","DMG","none","adventuring gear, poison (injury)","","","","1,200 gp","This poison must be harvested from a dead or incapacitated wyvern. A creature subjected to this poison must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one."
"Yahcha","ToA","none","adventuring gear","","","","1 gp","A yahcha (pronounced YAH-chah) is a harmless, meaty beetle about the size of a human hand, which feeds on worms and maggots. It moves slowly (walking speed 10 feet) and is easy to catch. A creature with mad monkey fever that eats a raw or cooked yahcha can immediately make a saving throw with advantage against that disease (see ""Diseases,"" page 40),"
"Yarting","SCAG","none","instrument","","","","","A southern instrument from Amn and Calimshan that is a Faerûnian analog to the guitar. Numerous variations have spread across the continent.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Yellow Sapphire","DMG","none","treasure","","","","1,000 gp","A transparent fiery yellow or yellow-green gemstone."
"Yew Wand","PHB","none","spellcasting focus","","","1 lb.","10 gp","A druid can use this object as a spellcasting focus."
"Yklwa","ToA","none","simple weapon, melee weapon","","1d8, piercing, - thrown (10/30 ft.)","3 lb.","1 gp","A yklwa (pronounced YICK-ul-wah) is a simple melee weapon that is the traditional weapon of Chultan warriors. A yklwa consists of a 3-foot wooden shaft with a steel or stone blade up to 18 inches long. Although it has the thrown weapon property, the yklwa is not well balanced for throwing. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property."
